soc_code,soc_title_ours,selected_felten_code,selected_felten_name,aioe_score,match_basis,manual_notes,review_source,latest_year_employment,latest_year_weight,step3_match_flag
33-9031,Gambling Surveillance Officers and Gambling Investigators,33-9031,Gambling Surveillance Officers and Gambling Investigators,0.7283933,raw_crosswalk_single_match,,notebook_raw_soc_bridge,4460.0,3.419804285980903e-05,True
11-9131,Postmasters and Mail Superintendents,11-9131,Postmasters and Mail Superintendents,0.8233757,raw_crosswalk_single_match,,notebook_raw_soc_bridge,4390.0,3.366130227680755e-05,True
49-3043,Rail Car Repairers,49-3043,Rail Car Repairers,-1.448102,raw_crosswalk_single_match,,notebook_raw_soc_bridge,4350.0,3.335459337223527e-05,True
53-4031,Railroad Conductors and Yardmasters,53-4031,Railroad Conductors and Yardmasters,-0.4662731,raw_crosswalk_single_match,,notebook_raw_soc_bridge,4350.0,3.335459337223527e-05,True
51-4071,Foundry Mold and Coremakers,51-4071,Foundry Mold and Coremakers,-1.740349,raw_crosswalk_single_match,,notebook_raw_soc_bridge,4280.0,3.281785278923378e-05,True
53-7121,"Tank Car, Truck, and Ship Loaders",53-7121,"Tank Car, Truck, and Ship Loaders",-1.38776,raw_crosswalk_single_match,,notebook_raw_soc_bridge,4280.0,3.281785278923378e-05,True
45-4022,Logging Equipment Operators,45-4022,Logging Equipment Operators,-1.003702,raw_crosswalk_single_match,,notebook_raw_soc_bridge,4270.0,3.2741175563090714e-05,True
19-3094,Political Scientists,19-3094,Political Scientists,1.418863,raw_crosswalk_single_match,,notebook_raw_soc_bridge,4260.0,3.266449833694764e-05,True
39-5093,Shampooers,39-5093,Shampooers,-0.905371,raw_crosswalk_single_match,,notebook_raw_soc_bridge,4210.0,3.228111220623229e-05,True
53-7072,"Pump Operators, Except Wellhead Pumpers",53-7072,"Pump Operators, Except Wellhead Pumpers",-0.8422927,raw_crosswalk_single_match,,notebook_raw_soc_bridge,4200.0,3.2204434980089225e-05,True
47-4061,Rail-Track Laying and Maintenance Equipment Operators,47-4061,Rail-Track Laying and Maintenance Equipment Operators,-1.39906,raw_crosswalk_single_match,,notebook_raw_soc_bridge,4130.0,3.1667694397087736e-05,True
49-9069,"Precision Instrument and Equipment Repairers, All Other",49-9069,"Precision Instrument and Equipment Repairers, All Other",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,4120.0,3.159101717094467e-05,False
53-3054,Taxi Drivers,53-3041,Taxi Drivers and Chauffeurs (#),,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial,4080.0,3.128430826637239e-05,False
19-3022,Survey Researchers,19-3022,Survey Researchers,1.42653,raw_crosswalk_single_match,,notebook_raw_soc_bridge,4010.0,3.07475676833709e-05,True
29-1213,Dermatologists,29-1213,Dermatologists,0.7086123,raw_crosswalk_single_match,,notebook_raw_soc_bridge,3980.0,3.0517536004941694e-05,True
51-9194,Etchers and Engravers,51-9194,Etchers and Engravers,-0.6395226,raw_crosswalk_single_match,,notebook_raw_soc_bridge,3970.0,3.0440858778798623e-05,True
27-1019,"Artists and Related Workers, All Other",27-1019,"Artists and Related Workers, All Other",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,3940.0,3.0210827100369416e-05,False
29-1161,Nurse Midwives,29-1161,Nurse Midwives,0.1966265,raw_crosswalk_single_match,,notebook_raw_soc_bridge,3920.0,3.0057472648083277e-05,True
47-2011,Boilermakers,47-2011,Boilermakers,-1.097532,raw_crosswalk_single_match,,notebook_raw_soc_bridge,3900.0,2.9904118195797137e-05,True
51-8012,Power Distributors and Dispatchers,51-8012,Power Distributors and Dispatchers,0.5012214,raw_crosswalk_single_match,,notebook_raw_soc_bridge,3820.0,2.929070038665258e-05,True
39-3099,"Entertainment Attendants and Related Workers, All Other",39-3099,"Entertainment Attendants and Related Workers, All Other",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,3680.0,2.8217219220649606e-05,False
19-1099,"Life Scientists, All Other",19-1099,"Life Scientists, All Other",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,3660.0,2.8063864768363467e-05,False
25-1031,"Architecture Teachers, Postsecondary",25-1031,"Architecture Teachers, Postsecondary",1.222022,raw_crosswalk_single_match,,notebook_raw_soc_bridge,3650.0,2.79871875422204e-05,True
47-5011,"Derrick Operators, Oil and Gas",47-5011,"Derrick Operators, Oil and Gas",-1.415002,raw_crosswalk_single_match,,notebook_raw_soc_bridge,3600.0,2.760380141150505e-05,True
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",-0.7915968,raw_crosswalk_single_match,,notebook_raw_soc_bridge,3490.0,2.6760351923931285e-05,True
27-2091,"Disc Jockeys, Except Radio",,,,,,,3420.0,2.6223611340929797e-05,False
29-1291,Acupuncturists,29-1291,Acupuncturists,0.7109566,raw_crosswalk_single_match,,notebook_raw_soc_bridge,3380.0,2.5916902436357518e-05,True
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",-0.8046677,raw_crosswalk_single_match,,notebook_raw_soc_bridge,3350.0,2.568687075792831e-05,True
39-3012,Gambling and Sports Book Writers and Runners,39-3012,Gambling and Sports Book Writers and Runners,0.4652752,raw_crosswalk_single_match,,notebook_raw_soc_bridge,3340.0,2.561019353178524e-05,True
51-9031,"Cutters and Trimmers, Hand",51-9031,"Cutters and Trimmers, Hand",-0.9479839,raw_crosswalk_single_match,,notebook_raw_soc_bridge,3320.0,2.54568390794991e-05,True
11-9179,"Personal Service Managers, All Other",11-9199,"Managers, All Other (#)",,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial,3300.0,2.530348462721296e-05,False
19-1032,Foresters,19-1032,Foresters,-0.184381,raw_crosswalk_single_match,,notebook_raw_soc_bridge,3270.0,2.5073452948783754e-05,True
25-9021,Farm and Home Management Educators,25-9021,Farm and Home Management Educators,0.8604031,raw_crosswalk_single_match,,notebook_raw_soc_bridge,3120.0,2.392329455663771e-05,True
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",-2.04484,raw_crosswalk_single_match,,notebook_raw_soc_bridge,3010.0,2.3079845069063945e-05,True
23-1022,"Arbitrators, Mediators, and Conciliators",23-1022,"Arbitrators, Mediators, and Conciliators",1.431593,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2960.0,2.2696458938348595e-05,True
47-2022,Stonemasons,47-2022,Stonemasons,-1.714759,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2940.0,2.2543104486062456e-05,True
51-9123,"Painting, Coating, and Decorating Workers",51-9123,"Painting, Coating, and Decorating Workers",-0.9705587,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2910.0,2.231307280763325e-05,True
25-1041,"Agricultural Sciences Teachers, Postsecondary",25-1041,"Agricultural Sciences Teachers, Postsecondary",0.7546685,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2850.0,2.185300945077483e-05,True
19-2043,Hydrologists,19-2043,Hydrologists,0.6405071,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2770.0,2.1239591641630274e-05,True
51-4192,"Layout Workers, Metal and Plastic",51-4192,"Layout Workers, Metal and Plastic",-0.7221353,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2770.0,2.1239591641630274e-05,True
11-9071,Gambling Managers,11-9071,Gambling Managers,0.8299207,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2670.0,2.0472819380199578e-05,True
29-1241,"Ophthalmologists, Except Pediatric",29-1241,"Ophthalmologists, Except Pediatric",0.7086123,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2630.0,2.01661104756273e-05,True
47-5041,Continuous Mining Machine Operators,47-5041,Continuous Mining Machine Operators,-1.165492,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2620.0,2.0089433249484232e-05,True
51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,-0.8609312,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2580.0,1.9782724344911954e-05,True
25-1053,"Environmental Science Teachers, Postsecondary",25-1053,"Environmental Science Teachers, Postsecondary",1.347519,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2480.0,1.9015952083481257e-05,True
29-1217,Neurologists,29-1217,Neurologists,0.7086123,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2470.0,1.8939274857338186e-05,True
51-9197,Tire Builders,51-9197,Tire Builders,-1.610915,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2460.0,1.8862597631195118e-05,True
11-9013,"Farmers, Ranchers, and Other Agricultural Managers",11-9013,"Farmers, Ranchers, and Other Agricultural Managers",-0.1443684,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2440.0,1.870924317890898e-05,True
43-9081,Proofreaders and Copy Markers,43-9081,Proofreaders and Copy Markers,1.288375,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2360.0,1.8095825369764422e-05,True
49-9063,Musical Instrument Repairers and Tuners,49-9063,Musical Instrument Repairers and Tuners,-0.5306271,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2360.0,1.8095825369764422e-05,True
19-4043,"Geological Technicians, Except Hydrologic Technicians",19-4043,"Geological Technicians, Except Hydrologic Technicians",0.0832659,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2340.0,1.7942470917478283e-05,True
49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",-0.8303875,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2280.0,1.7482407560619865e-05,True
51-6041,Shoe and Leather Workers and Repairers,51-6041,Shoe and Leather Workers and Repairers,-0.990912,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2220.0,1.7022344203761448e-05,True
17-2121,Marine Engineers and Naval Architects,17-2121,Marine Engineers and Naval Architects,0.5472173,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2190.0,1.6792312525332237e-05,True
17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",17-2151,"Mining and Geological Engineers, Including Mining Safety Engineers",1.34695,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2180.0,1.671563529918917e-05,True
25-1061,"Anthropology and Archeology Teachers, Postsecondary",25-1061,"Anthropology and Archeology Teachers, Postsecondary",1.321694,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2080.0,1.5948863037758473e-05,True
49-9081,Wind Turbine Service Technicians,49-9081,Wind Turbine Service Technicians,-0.9709935,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2050.0,1.5718831359329263e-05,True
45-4011,Forest and Conservation Workers,45-4011,Forest and Conservation Workers,-1.064205,raw_crosswalk_single_match,,notebook_raw_soc_bridge,2000.0,1.5335445228613917e-05,True
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",-0.7598132,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1960.0,1.5028736324041638e-05,True
43-9111,Statistical Assistants,43-9111,Statistical Assistants,1.389965,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1800.0,1.3801900705752525e-05,True
51-9151,Photographic Process Workers and Processing Machine Operators,51-9151,Photographic Process Workers and Processing Machine Operators,-0.3615806,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1800.0,1.3801900705752525e-05,True
29-9092,Genetic Counselors,29-9092,Genetic Counselors,1.527667,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1760.0,1.3495191801180246e-05,True
51-6092,Fabric and Apparel Patternmakers,51-6092,Fabric and Apparel Patternmakers,-0.0831096,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1750.0,1.3418514575037177e-05,True
47-3016,Helpers--Roofers,47-3016,Helpers--Roofers,-1.89822,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1660.0,1.272841953974955e-05,True
43-4021,Correspondence Clerks,43-4021,Correspondence Clerks,1.149758,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1640.0,1.2575065087463411e-05,True
15-2099,"Mathematical Science Occupations, All Other",15-2099,"Mathematical Science Occupations, All Other (#)",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,1630.0,1.2498387861320341e-05,False
51-4194,"Tool Grinders, Filers, and Sharpeners",51-4194,"Tool Grinders, Filers, and Sharpeners",-0.8809238,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1530.0,1.1731615599889645e-05,True
31-2012,Occupational Therapy Aides,31-2012,Occupational Therapy Aides,-0.7734322,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1490.0,1.1424906695317367e-05,True
47-5099,"Extraction Workers, All Other",47-5099,"Extraction Workers, All Other",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,1450.0,1.1118197790745089e-05,False
29-1029,"Dentists, All Other Specialists",29-1029,"Dentists, All Other Specialists",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,1400.0,1.0734811660029742e-05,False
43-9031,Desktop Publishers,43-9031,Desktop Publishers,0.3437743,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1400.0,1.0734811660029742e-05,True
19-3093,Historians,19-3093,Historians,1.098921,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1330.0,1.0198071077028255e-05,True
29-2036,Medical Dosimetrists,29-2036,Medical Dosimetrists,-0.283854,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1330.0,1.0198071077028255e-05,True
39-4011,Embalmers,39-4011,Embalmers,-0.7311451,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1330.0,1.0198071077028255e-05,True
39-5091,"Makeup Artists, Theatrical and Performance",39-5091,"Makeup Artists, Theatrical and Performance",-0.4596138,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1330.0,1.0198071077028255e-05,True
51-4052,"Pourers and Casters, Metal",51-4052,"Pourers and Casters, Metal",-1.00914,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1320.0,1.0121393850885186e-05,True
25-1082,"Library Science Teachers, Postsecondary",25-1082,"Library Science Teachers, Postsecondary",1.386292,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1290.0,9.891362172455977e-06,True
47-5081,Helpers--Extraction Workers,47-5081,Helpers--Extraction Workers,-1.543154,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1290.0,9.891362172455977e-06,True
49-9097,Signal and Track Switch Repairers,49-9097,Signal and Track Switch Repairers,-0.858221,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1250.0,9.584653267883698e-06,True
19-4051,Nuclear Technicians,19-4051,Nuclear Technicians,0.1696743,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1180.0,9.047912684882211e-06,True
51-7099,"Woodworkers, All Other",51-7099,"Woodworkers, All Other",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,1120.0,8.587849328023794e-06,False
51-9193,Cooling and Freezing Equipment Operators and Tenders,51-9193,Cooling and Freezing Equipment Operators and Tenders,-0.9604952,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1110.0,8.511172101880724e-06,True
47-2072,Pile Driver Operators,47-2072,Pile Driver Operators,-1.220009,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1080.0,8.281140423451515e-06,True
51-4061,"Model Makers, Metal and Plastic",51-4061,"Model Makers, Metal and Plastic",-0.7421977,raw_crosswalk_single_match,,notebook_raw_soc_bridge,1070.0,8.204463197308446e-06,True
45-2099,"Agricultural Workers, All Other",45-2099,"Agricultural Workers, All Other",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,1040.0,7.974431518879237e-06,False
47-5032,"Explosives Workers, Ordnance Handling Experts, and Blasters",47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,990.0,7.591045388163889e-06,False
53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",53-4021,"Railroad Brake, Signal, and Switch Operators",,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial,980.0,7.514368162020819e-06,False
27-2032,Choreographers,27-2032,Choreographers,-1.575769,raw_crosswalk_single_match,,notebook_raw_soc_bridge,960.0,7.36101370973468e-06,True
43-2021,Telephone Operators,43-2021,Telephone Operators,1.019712,raw_crosswalk_single_match,,notebook_raw_soc_bridge,950.0,7.28433648359161e-06,True
25-1064,"Geography Teachers, Postsecondary",25-1064,"Geography Teachers, Postsecondary",1.318899,raw_crosswalk_single_match,,notebook_raw_soc_bridge,900.0,6.900950352876262e-06,True
19-3041,Sociologists,19-3041,Sociologists,1.411125,raw_crosswalk_single_match,,notebook_raw_soc_bridge,800.0,6.134178091445566e-06,True
53-7041,Hoist and Winch Operators,53-7041,Hoist and Winch Operators,-0.9781997,raw_crosswalk_single_match,,notebook_raw_soc_bridge,780.0,5.980823639159427e-06,True
53-5022,Motorboat Operators,53-5022,Motorboat Operators,-0.8871186,raw_crosswalk_single_match,,notebook_raw_soc_bridge,750.0,5.750791960730218e-06,True
27-1012,Craft Artists,27-1012,Craft Artists,-0.9295284,raw_crosswalk_single_match,,notebook_raw_soc_bridge,740.0,5.674114734587149e-06,True
19-1011,Animal Scientists,19-1011,Animal Scientists,1.041358,raw_crosswalk_single_match,,notebook_raw_soc_bridge,730.0,5.597437508444079e-06,True
15-2021,Mathematicians,15-2021,Mathematicians,1.472319,raw_crosswalk_single_match,,notebook_raw_soc_bridge,700.0,5.367405830014871e-06,True
19-2011,Astronomers,19-2011,Astronomers,1.373737,raw_crosswalk_single_match,,notebook_raw_soc_bridge,700.0,5.367405830014871e-06,True
53-6011,Bridge and Lock Tenders,53-6011,Bridge and Lock Tenders,-0.6322159,raw_crosswalk_single_match,,notebook_raw_soc_bridge,680.0,5.214051377728732e-06,True
33-2022,Forest Fire Inspectors and Prevention Specialists,33-2022,Forest Fire Inspectors and Prevention Specialists,-0.2144127,raw_crosswalk_single_match,,notebook_raw_soc_bridge,650.0,4.984019699299523e-06,True
49-9092,Commercial Divers,49-9092,Commercial Divers,-1.102728,raw_crosswalk_single_match,,notebook_raw_soc_bridge,650.0,4.984019699299523e-06,True
33-3031,Fish and Game Wardens,33-3031,Fish and Game Wardens,-0.4585168,raw_crosswalk_single_match,,notebook_raw_soc_bridge,630.0,4.830665247013384e-06,True
41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",1.107101,raw_crosswalk_single_match,,notebook_raw_soc_bridge,580.0,4.447279116298036e-06,True
41-9012,Models,41-9012,Models,-1.122021,raw_crosswalk_single_match,,notebook_raw_soc_bridge,570.0,4.370601890154966e-06,True
19-4044,Hydrologic Technicians,19-4041,Geological and Petroleum Technicians (#),,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial,560.0,4.293924664011897e-06,False
47-5044,"Loading and Moving Machine Operators, Underground Mining",47-5044,"Loading and Moving Machine Operators, Underground Mining (##)",-1.262688,raw_crosswalk_deduplicated,,notebook_raw_soc_bridge,530.0,4.063892985582688e-06,True
25-1192,"Family and Consumer Sciences Teachers, Postsecondary",25-1192,"Family and Consumer Sciences Teachers, Postsecondary",1.211652,raw_crosswalk_single_match,,notebook_raw_soc_bridge,510.0,3.910538533296549e-06,True
19-3092,Geographers,19-3092,Geographers,1.436298,raw_crosswalk_single_match,,notebook_raw_soc_bridge,430.0,3.297120724151992e-06,True
43-2099,"Communications Equipment Operators, All Other",43-2099,"Communications Equipment Operators, All Other",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,400.0,3.067089045722783e-06,False
53-4011,Locomotive Engineers,53-4011,Locomotive Engineers,-0.4977403,raw_crosswalk_single_match,,notebook_raw_soc_bridge,390.0,2.9904118195797136e-06,True
51-4062,"Patternmakers, Metal and Plastic",51-4062,"Patternmakers, Metal and Plastic",-0.6131331,raw_crosswalk_single_match,,notebook_raw_soc_bridge,370.0,2.8370573672935744e-06,True
53-4099,"Rail Transportation Workers, All Other",53-4099,"Rail Transportation Workers, All Other",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,340.0,2.607025688864366e-06,False
39-3021,Motion Picture Projectionists,39-3021,Motion Picture Projectionists,-0.3786598,raw_crosswalk_single_match,,notebook_raw_soc_bridge,330.0,2.5303484627212964e-06,True
29-1023,Orthodontists,29-1023,Orthodontists,0.1616631,raw_crosswalk_single_match,,notebook_raw_soc_bridge,310.0,2.376994010435157e-06,True
47-5043,"Roof Bolters, Mining",47-5061,"Roof Bolters, Mining",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,310.0,2.376994010435157e-06,False
17-2021,Agricultural Engineers,17-2021,Agricultural Engineers,0.9409636,raw_crosswalk_single_match,,notebook_raw_soc_bridge,290.0,2.223639558149018e-06,True
39-4012,Crematory Operators,,,,,,,290.0,2.223639558149018e-06,False
45-4029,"Logging Workers, All Other",45-4029,"Logging Workers, All Other",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,280.0,2.1469623320059484e-06,False
47-2142,Paperhangers,47-2142,Paperhangers,-1.72753,raw_crosswalk_single_match,,notebook_raw_soc_bridge,250.0,1.9169306535767396e-06,True
29-1022,Oral and Maxillofacial Surgeons,29-1022,Oral and Maxillofacial Surgeons,-0.2389668,raw_crosswalk_single_match,,notebook_raw_soc_bridge,240.0,1.84025342743367e-06,True
51-6042,Shoe Machine Operators and Tenders,51-6042,Shoe Machine Operators and Tenders,-1.029855,raw_crosswalk_single_match,,notebook_raw_soc_bridge,240.0,1.84025342743367e-06,True
53-7071,Gas Compressor and Gas Pumping Station Operators,53-7071,Gas Compressor and Gas Pumping Station Operators,-0.6909992,raw_crosswalk_single_match,,notebook_raw_soc_bridge,190.0,1.456867296718322e-06,True
47-5051,"Rock Splitters, Quarry",47-5051,"Rock Splitters, Quarry",-1.763494,raw_crosswalk_single_match,,notebook_raw_soc_bridge,170.0,1.303512844432183e-06,True
35-2013,"Cooks, Private Household",35-2013,"Cooks, Private Household",-0.7867444,raw_crosswalk_single_match,,notebook_raw_soc_bridge,150.0,1.1501583921460438e-06,True
51-6051,"Sewers, Hand",51-6051,"Sewers, Hand",-0.5987218,raw_crosswalk_single_match,,notebook_raw_soc_bridge,140.0,1.0734811660029742e-06,True
29-1243,Pediatric Surgeons,29-1067,Surgeons (#),,accepted_suggested_join,Same SOC major group with moderate title alignment.,recommended_felten_soc_overrides_initial,110.0,8.434494875737654e-07,False
49-9045,"Refractory Materials Repairers, Except Brickmasons",49-9045,"Refractory Materials Repairers, Except Brickmasons",-1.237463,raw_crosswalk_single_match,,notebook_raw_soc_bridge,100.0,7.667722614306958e-07,True
49-9061,Camera and Photographic Equipment Repairers,49-9061,Camera and Photographic Equipment Repairers,0.0546422,raw_crosswalk_single_match,,notebook_raw_soc_bridge,100.0,7.667722614306958e-07,True
33-3052,Transit and Railroad Police,33-3052,Transit and Railroad Police,-0.8205515,raw_crosswalk_single_match,,notebook_raw_soc_bridge,80.0,6.134178091445567e-07,True
45-4021,Fallers,45-4021,Fallers,-1.795407,raw_crosswalk_single_match,,notebook_raw_soc_bridge,70.0,5.367405830014871e-07,True
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",25-1043,"Forestry and Conservation Science Teachers, Postsecondary",1.260278,raw_crosswalk_single_match,,notebook_raw_soc_bridge,60.0,4.600633568584175e-07,True
47-5049,"Underground Mining Machine Operators, All Other",47-5049,"Mining Machine Operators, All Other (#)",,accepted_suggested_join,Same SOC major group with strong title alignment.,recommended_felten_soc_overrides_initial,60.0,4.600633568584175e-07,False
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",-0.8320907,raw_crosswalk_single_match,,notebook_raw_soc_bridge,60.0,4.600633568584175e-07,True
45-2021,Animal Breeders,45-2021,Animal Breeders,-1.044292,raw_crosswalk_single_match,,notebook_raw_soc_bridge,50.0,3.833861307153479e-07,True
49-9095,Manufactured Building and Mobile Home Installers,49-9095,Manufactured Building and Mobile Home Installers,-1.414062,raw_crosswalk_single_match,,notebook_raw_soc_bridge,50.0,3.833861307153479e-07,True
49-9064,Watch and Clock Repairers,49-9064,Watch and Clock Repairers,-0.2123996,raw_crosswalk_single_match,,notebook_raw_soc_bridge,40.0,3.0670890457227835e-07,True
53-7031,Dredge Operators,53-7031,Dredge Operators,-1.016648,raw_crosswalk_single_match,,notebook_raw_soc_bridge,40.0,3.0670890457227835e-07,True
45-4023,Log Graders and Scalers,45-4023,Log Graders and Scalers,-0.4768305,raw_crosswalk_single_match,,notebook_raw_soc_bridge,30.0,2.3003167842920875e-07,True
47-2043,Floor Sanders and Finishers,47-2043,Floor Sanders and Finishers,-1.748722,raw_crosswalk_single_match,,notebook_raw_soc_bridge,30.0,2.3003167842920875e-07,True
47-2053,Terrazzo Workers and Finishers,47-2053,Terrazzo Workers and Finishers,-1.776065,raw_crosswalk_single_match,,notebook_raw_soc_bridge,,,True
51-8011,Nuclear Power Reactor Operators,51-8011,Nuclear Power Reactor Operators,0.7705302,raw_crosswalk_single_match,,notebook_raw_soc_bridge,,,True
